epoch,iteration,model_id,nid,weight_index,arg_1,op_1,arg_2,op_2,arg_3,op_3,result
1,26,TestBatch,0,0,1.0,*,242475937.57407603,=,242475937.57407603, ,357440916.1761815
1,26,TestBatch,1,0,1.0,*,250691417.7755648,=,250691417.7755648, ,369551597.3407829
1,27,TestBatch,2,0,1.0,*,-341277.54066985165,=,-341277.54066985165, ,-341277.54066985165
1,27,TestBatch,0,0,1.0,*,110577214.96833266,=,110577214.96833266, ,110577214.96833266
1,27,TestBatch,1,0,1.0,*,114033385.23377609,=,114033385.23377609, ,114033385.23377609
1,28,TestBatch,2,0,1.0,*,-646177.1979641918,=,-646177.1979641918, ,-987454.7386340434
1,28,TestBatch,0,0,1.0,*,209367644.84025532,=,209367644.84025532, ,319944859.80858797
1,28,TestBatch,1,0,1.0,*,215911580.93821222,=,215911580.93821222, ,329944966.1719883
1,29,TestBatch,2,0,1.0,*,-405234.225980517,=,-405234.225980517, ,-405234.225980517
1,29,TestBatch,0,0,1.0,*,139702444.13294926,=,139702444.13294926, ,139702444.13294926
1,29,TestBatch,1,0,1.0,*,143806313.6100466,=,143806313.6100466, ,143806313.6100466
1,30,TestBatch,2,0,1.0,*,-740501.076606857,=,-740501.076606857, ,-1145735.302587374
1,30,TestBatch,0,0,1.0,*,255283990.47426942,=,255283990.47426942, ,394986434.6072187
1,30,TestBatch,1,0,1.0,*,262783159.0321362,=,262783159.0321362, ,406589472.6421828
1,31,TestBatch,2,0,1.0,*,-380152.36948195123,=,-380152.36948195123, ,-380152.36948195123
1,31,TestBatch,0,0,1.0,*,140201676.32666722,=,140201676.32666722, ,140201676.32666722
1,31,TestBatch,1,0,1.0,*,144051537.97640407,=,144051537.97640407, ,144051537.97640407
1,32,TestBatch,2,0,1.0,*,-148390.61477992692,=,-148390.61477992692, ,-528542.9842618782
1,32,TestBatch,0,0,1.0,*,54727037.40250718,=,54727037.40250718, ,194928713.7291744
1,32,TestBatch,1,0,1.0,*,56229812.034165084,=,56229812.034165084, ,200281350.01056916
1,33,TestBatch,2,0,1.0,*,-740513.7120842477,=,-740513.7120842477, ,-740513.7120842477
1,33,TestBatch,0,0,1.0,*,281323102.50866777,=,281323102.50866777, ,281323102.50866777
1,33,TestBatch,1,0,1.0,*,288822399.02796197,=,288822399.02796197, ,288822399.02796197
2,1,TestBatch,2,0,1.0,*,-905565.1870163286,=,-905565.1870163286, ,-905565.1870163286
2,1,TestBatch,0,0,1.0,*,358107982.86770093,=,358107982.86770093, ,358107982.86770093
2,1,TestBatch,1,0,1.0,*,367278781.1178392,=,367278781.1178392, ,367278781.1178392
2,2,TestBatch,2,0,1.0,*,-966972.5366430845,=,-966972.5366430845, ,-1872537.723659413
2,2,TestBatch,0,0,1.0,*,382391670.4733871,=,382391670.4733871, ,740499653.341088
2,2,TestBatch,1,0,1.0,*,392184350.4197046,=,392184350.4197046, ,759463131.5375438
2,3,TestBatch,2,0,1.0,*,-916867.7288358405,=,-916867.7288358405, ,-916867.7288358405
2,3,TestBatch,0,0,1.0,*,398629655.86106205,=,398629655.86106205, ,398629655.86106205
2,3,TestBatch,1,0,1.0,*,407914916.6945975,=,407914916.6945975, ,407914916.6945975
2,4,TestBatch,2,0,1.0,*,-121022.57482480416,=,-121022.57482480416, ,-1037890.3036606447
2,4,TestBatch,0,0,1.0,*,52617390.5314416,=,52617390.5314416, ,451247046.3925036
2,4,TestBatch,1,0,1.0,*,53843004.80343825,=,53843004.80343825, ,461757921.4980357
2,5,TestBatch,2,0,1.0,*,-868057.7286854569,=,-868057.7286854569, ,-868057.7286854569
2,5,TestBatch,0,0,1.0,*,396327135.32921207,=,396327135.32921207, ,396327135.32921207
2,5,TestBatch,1,0,1.0,*,405118089.7667129,=,405118089.7667129, ,405118089.7667129
2,6,TestBatch,2,0,1.0,*,-948782.0375303827,=,-948782.0375303827, ,-1816839.7662158397
2,6,TestBatch,0,0,1.0,*,433183248.7174183,=,433183248.7174183, ,829510384.0466304
2,6,TestBatch,1,0,1.0,*,442791710.6749884,=,442791710.6749884, ,847909800.4417013
2,7,TestBatch,2,0,1.0,*,-532942.1949699438,=,-532942.1949699438, ,-532942.1949699438
2,7,TestBatch,0,0,1.0,*,263656641.01894653,=,263656641.01894653, ,263656641.01894653
2,7,TestBatch,1,0,1.0,*,269053828.78536075,=,269053828.78536075, ,269053828.78536075
2,8,TestBatch,2,0,1.0,*,-855754.3780925522,=,-855754.3780925522, ,-1388696.573062496
2,8,TestBatch,0,0,1.0,*,423357968.26495296,=,423357968.26495296, ,687014609.2838995
2,8,TestBatch,1,0,1.0,*,432024324.7743246,=,432024324.7743246, ,701078153.5596853
2,9,TestBatch,2,0,1.0,*,-524168.8615885323,=,-524168.8615885323, ,-524168.8615885323
2,9,TestBatch,0,0,1.0,*,274601513.8023346,=,274601513.8023346, ,274601513.8023346
2,9,TestBatch,1,0,1.0,*,279909852.6691051,=,279909852.6691051, ,279909852.6691051
2,10,TestBatch,2,0,1.0,*,-568078.8228664924,=,-568078.8228664924, ,-1092247.6844550248
2,10,TestBatch,0,0,1.0,*,297605058.5023916,=,297605058.5023916, ,572206572.3047261
2,10,TestBatch,1,0,1.0,*,303358080.3161494,=,303358080.3161494, ,583267932.9852545
2,11,TestBatch,2,0,1.0,*,-402888.184477458,=,-402888.184477458, ,-402888.184477458
2,11,TestBatch,0,0,1.0,*,220305571.6015175,=,220305571.6015175, ,220305571.6015175
2,11,TestBatch,1,0,1.0,*,224385682.3546494,=,224385682.3546494, ,224385682.3546494
2,12,TestBatch,2,0,1.0,*,-867411.2595870346,=,-867411.2595870346, ,-1270299.4440644926
2,12,TestBatch,0,0,1.0,*,474314067.0773528,=,474314067.0773528, ,694619638.6788703
2,12,TestBatch,1,0,1.0,*,483098474.6226349,=,483098474.6226349, ,707484156.9772843
2,13,TestBatch,2,0,1.0,*,-512874.5238851411,=,-512874.5238851411, ,-512874.5238851411
2,13,TestBatch,0,0,1.0,*,294128578.06862086,=,294128578.06862086, ,294128578.06862086
2,13,TestBatch,1,0,1.0,*,299322537.4363428,=,299322537.4363428, ,299322537.4363428
2,14,TestBatch,2,0,1.0,*,-167018.4734159472,=,-167018.4734159472, ,-679892.9973010883
2,14,TestBatch,0,0,1.0,*,95783478.82225065,=,95783478.82225065, ,389912056.8908715
2,14,TestBatch,1,0,1.0,*,97474900.64997171,=,97474900.64997171, ,396797438.0863145
2,15,TestBatch,2,0,1.0,*,-611698.2157576173,=,-611698.2157576173, ,-611698.2157576173
2,15,TestBatch,0,0,1.0,*,359536151.81759137,=,359536151.81759137, ,359536151.81759137
2,15,TestBatch,1,0,1.0,*,365730913.94748926,=,365730913.94748926, ,365730913.94748926
2,16,TestBatch,2,0,1.0,*,-682898.6565010281,=,-682898.6565010281, ,-1294596.8722586455
2,16,TestBatch,0,0,1.0,*,401385436.0122439,=,401385436.0122439, ,760921587.8298353
2,16,TestBatch,1,0,1.0,*,408301255.9817548,=,408301255.9817548, ,774032169.929244
2,17,TestBatch,2,0,1.0,*,-143721.1813104686,=,-143721.1813104686, ,-143721.1813104686
2,17,TestBatch,0,0,1.0,*,88381639.4556863,=,88381639.4556863, ,88381639.4556863
2,17,TestBatch,1,0,1.0,*,89837126.01476279,=,89837126.01476279, ,89837126.01476279
2,18,TestBatch,2,0,1.0,*,-166304.02215762428,=,-166304.02215762428, ,-310025.20346809283
2,18,TestBatch,0,0,1.0,*,102269004.41775735,=,102269004.41775735, ,190650643.87344366
2,18,TestBatch,1,0,1.0,*,103953190.8874461,=,103953190.8874461, ,193790316.9022089
2,19,TestBatch,2,0,1.0,*,-977682.1304906028,=,-977682.1304906028, ,-977682.1304906028
2,19,TestBatch,0,0,1.0,*,607592499.4611677,=,607592499.4611677, ,607592499.4611677
2,19,TestBatch,1,0,1.0,*,617493637.1153616,=,617493637.1153616, ,617493637.1153616
2,20,TestBatch,2,0,1.0,*,-615437.3465127205,=,-615437.3465127205, ,-1593119.4770033234
2,20,TestBatch,0,0,1.0,*,382471054.7197699,=,382471054.7197699, ,990063554.1809375
2,20,TestBatch,1,0,1.0,*,388703683.60324615,=,388703683.60324615, ,1006197320.7186077
2,21,TestBatch,2,0,1.0,*,-449788.36655785475,=,-449788.36655785475, ,-449788.36655785475
2,21,TestBatch,0,0,1.0,*,294573452.6751904,=,294573452.6751904, ,294573452.6751904
2,21,TestBatch,1,0,1.0,*,299128528.80234605,=,299128528.80234605, ,299128528.80234605
2,22,TestBatch,2,0,1.0,*,-891096.2202825848,=,-891096.2202825848, ,-1340884.5868404396
2,22,TestBatch,0,0,1.0,*,583592884.5453796,=,583592884.5453796, ,878166337.2205701
2,22,TestBatch,1,0,1.0,*,592617153.3388805,=,592617153.3388805, ,891745682.1412265
2,23,TestBatch,2,0,1.0,*,-439587.41041428567,=,-439587.41041428567, ,-439587.41041428567
2,23,TestBatch,0,0,1.0,*,300270086.0227351,=,300270086.0227351, ,300270086.0227351
2,23,TestBatch,1,0,1.0,*,304721855.4944534,=,304721855.4944534, ,304721855.4944534
2,24,TestBatch,2,0,1.0,*,-432902.0324939991,=,-432902.0324939991, ,-872489.4429082847
2,24,TestBatch,0,0,1.0,*,295703487.9908964,=,295703487.9908964, ,595973574.0136316
2,24,TestBatch,1,0,1.0,*,300087553.60980326,=,300087553.60980326, ,604809409.1042566
2,25,TestBatch,2,0,1.0,*,-378879.0851339555,=,-378879.0851339555, ,-378879.0851339555
2,25,TestBatch,0,0,1.0,*,265743400.43148446,=,265743400.43148446, ,265743400.43148446
2,25,TestBatch,1,0,1.0,*,269580367.33434063,=,269580367.33434063, ,269580367.33434063
2,26,TestBatch,2,0,1.0,*,-805482.5682499298,=,-805482.5682499298, ,-1184361.6533838853
2,26,TestBatch,0,0,1.0,*,564960392.5731134,=,564960392.5731134, ,830703793.0045979
2,26,TestBatch,1,0,1.0,*,573117638.7143457,=,573117638.7143457, ,842698006.0486863
2,27,TestBatch,2,0,1.0,*,-335530.70213009685,=,-335530.70213009685, ,-335530.70213009685
2,27,TestBatch,0,0,1.0,*,243683791.84507436,=,243683791.84507436, ,243683791.84507436
2,27,TestBatch,1,0,1.0,*,247081762.9906975,=,247081762.9906975, ,247081762.9906975
2,28,TestBatch,2,0,1.0,*,-640430.359424437,=,-640430.359424437, ,-975961.0615545339
2,28,TestBatch,0,0,1.0,*,465121365.6648918,=,465121365.6648918, ,708805157.5099661
2,28,TestBatch,1,0,1.0,*,471607102.6430284,=,471607102.6430284, ,718688865.6337259
2,29,TestBatch,2,0,1.0,*,-399490.83554388606,=,-399490.83554388606, ,-399490.83554388606
2,29,TestBatch,0,0,1.0,*,298322856.6132817,=,298322856.6132817, ,298322856.6132817
2,29,TestBatch,1,0,1.0,*,302368561.8900307,=,302368561.8900307, ,302368561.8900307
2,30,TestBatch,2,0,1.0,*,-734757.6861702261,=,-734757.6861702261, ,-1134248.5217141123
2,30,TestBatch,0,0,1.0,*,548685958.1107645,=,548685958.1107645, ,847008814.7240462
2,30,TestBatch,1,0,1.0,*,556126962.468283,=,556126962.468283, ,858495524.3583138
2,31,TestBatch,2,0,1.0,*,-374412.4250795823,=,-374412.4250795823, ,-374412.4250795823
2,31,TestBatch,0,0,1.0,*,288513027.2591685,=,288513027.2591685, ,288513027.2591685
2,31,TestBatch,1,0,1.0,*,292304759.60707724,=,292304759.60707724, ,292304759.60707724
2,32,TestBatch,2,0,1.0,*,-142650.67037755798,=,-142650.67037755798, ,-517063.0954571403
2,32,TestBatch,0,0,1.0,*,109923106.1640946,=,109923106.1640946, ,398436133.4232631
2,32,TestBatch,1,0,1.0,*,111367751.49392435,=,111367751.49392435, ,403672511.1010016
2,33,TestBatch,2,0,1.0,*,-734777.2116485202,=,-734777.2116485202, ,-734777.2116485202
2,33,TestBatch,0,0,1.0,*,574179251.3449821,=,574179251.3449821, ,574179251.3449821
2,33,TestBatch,1,0,1.0,*,581620453.4400294,=,581620453.4400294, ,581620453.4400294
3,1,TestBatch,2,0,1.0,*,-899830.4075307318,=,-899830.4075307318, ,-899830.4075307318
3,1,TestBatch,0,0,1.0,*,717041109.8950105,=,717041109.8950105, ,717041109.8950105
3,1,TestBatch,1,0,1.0,*,726153831.1492289,=,726153831.1492289, ,726153831.1492289
3,2,TestBatch,2,0,1.0,*,-961237.7571574877,=,-961237.7571574877, ,-1861068.1646882193
3,2,TestBatch,0,0,1.0,*,765974324.1580285,=,765974324.1580285, ,1483015434.053039
3,2,TestBatch,1,0,1.0,*,775708927.1084261,=,775708927.1084261, ,1501862758.2576551
3,3,TestBatch,2,0,1.0,*,-911136.3902179351,=,-911136.3902179351, ,-911136.3902179351
3,3,TestBatch,0,0,1.0,*,761657673.6368902,=,761657673.6368902, ,761657673.6368902
3,3,TestBatch,1,0,1.0,*,770884892.3207034,=,770884892.3207034, ,770884892.3207034
3,4,TestBatch,2,0,1.0,*,-115291.23620689873,=,-115291.23620689873, ,-1026427.6264248338
3,4,TestBatch,0,0,1.0,*,96376849.50665157,=,96376849.50665157, ,858034523.1435417
3,4,TestBatch,1,0,1.0,*,97544421.628926,=,97544421.628926, ,868429313.9496294
3,5,TestBatch,2,0,1.0,*,-862329.8288707222,=,-862329.8288707222, ,-862329.8288707222
3,5,TestBatch,0,0,1.0,*,739444559.3029602,=,739444559.3029602, ,739444559.3029602
3,5,TestBatch,1,0,1.0,*,748177506.4160286,=,748177506.4160286, ,748177506.4160286
3,6,TestBatch,2,0,1.0,*,-943054.137715648,=,-943054.137715648, ,-1805383.9665863703
3,6,TestBatch,0,0,1.0,*,808665348.1246129,=,808665348.1246129, ,1548109907.4275732
3,6,TestBatch,1,0,1.0,*,818215802.7577505,=,818215802.7577505, ,1566393309.173779
3,7,TestBatch,2,0,1.0,*,-527217.731895098,=,-527217.731895098, ,-527217.731895098
3,7,TestBatch,0,0,1.0,*,472074424.62211424,=,472074424.62211424, ,472074424.62211424
3,7,TestBatch,1,0,1.0,*,477413639.86849076,=,477413639.86849076, ,477413639.86849076
3,8,TestBatch,2,0,1.0,*,-850029.9150177063,=,-850029.9150177063, ,-1377247.6469128043
3,8,TestBatch,0,0,1.0,*,761122698.9675902,=,761122698.9675902, ,1233197123.5897045
3,8,TestBatch,1,0,1.0,*,769731082.9569241,=,769731082.9569241, ,1247144722.825415
3,9,TestBatch,2,0,1.0,*,-518447.8331915313,=,-518447.8331915313, ,-518447.8331915313
3,9,TestBatch,0,0,1.0,*,479215532.4972057,=,479215532.4972057, ,479215532.4972057
3,9,TestBatch,1,0,1.0,*,484465933.6274504,=,484465933.6274504, ,484465933.6274504
3,10,TestBatch,2,0,1.0,*,-562357.7944694916,=,-562357.7944694916, ,-1080805.6276610228
3,10,TestBatch,0,0,1.0,*,519802712.3995965,=,519802712.3995965, ,999018244.8968022
3,10,TestBatch,1,0,1.0,*,525497796.4768287,=,525497796.4768287, ,1009963730.104279
3,11,TestBatch,2,0,1.0,*,-397170.5886974953,=,-397170.5886974953, ,-397170.5886974953
3,11,TestBatch,0,0,1.0,*,376129651.27366793,=,376129651.27366793, ,376129651.27366793
3,11,TestBatch,1,0,1.0,*,380151859.05291605,=,380151859.05291605, ,380151859.05291605
3,12,TestBatch,2,0,1.0,*,-861693.6638070719,=,-861693.6638070719, ,-1258864.2525045672
3,12,TestBatch,0,0,1.0,*,816043651.0049344,=,816043651.0049344, ,1192173302.2786024
3,12,TestBatch,1,0,1.0,*,824770155.5763327,=,824770155.5763327, ,1204922014.6292486
3,13,TestBatch,2,0,1.0,*,-507160.3586626463,=,-507160.3586626463, ,-507160.3586626463
3,13,TestBatch,0,0,1.0,*,493699032.4571096,=,493699032.4571096, ,493699032.4571096
3,13,TestBatch,1,0,1.0,*,498835123.5927321,=,498835123.5927321, ,498835123.5927321
3,14,TestBatch,2,0,1.0,*,-161304.30819345245,=,-161304.30819345245, ,-668464.6668560988
3,14,TestBatch,0,0,1.0,*,157022881.47335887,=,157022881.47335887, ,650721913.9304684
3,14,TestBatch,1,0,1.0,*,158656435.0689805,=,158656435.0689805, ,657491558.6617125
3,15,TestBatch,2,0,1.0,*,-605987.479034256,=,-605987.479034256, ,-605987.479034256
3,15,TestBatch,0,0,1.0,*,598409215.5217011,=,598409215.5217011, ,598409215.5217011
3,15,TestBatch,1,0,1.0,*,604546144.1404388,=,604546144.1404388, ,604546144.1404388
3,16,TestBatch,2,0,1.0,*,-677187.9197776668,=,-677187.9197776668, ,-1283175.3988119229
3,16,TestBatch,0,0,1.0,*,668719248.9203538,=,668719248.9203538, ,1267128464.4420547
3,16,TestBatch,1,0,1.0,*,675577235.3787043,=,675577235.3787043, ,1280123379.519143
3,17,TestBatch,2,0,1.0,*,-138013.87102914133,=,-138013.87102914133, ,-138013.87102914133
3,17,TestBatch,0,0,1.0,*,140006707.61351767,=,140006707.61351767, ,140006707.61351767
3,17,TestBatch,1,0,1.0,*,141404395.36154062,=,141404395.36154062, ,141404395.36154062
3,18,TestBatch,2,0,1.0,*,-160596.71187629702,=,-160596.71187629702, ,-298610.5829054384
3,18,TestBatch,0,0,1.0,*,162915630.9847253,=,162915630.9847253, ,302922338.598243
3,18,TestBatch,1,0,1.0,*,164542018.64336056,=,164542018.64336056, ,305946414.0049012
3,19,TestBatch,2,0,1.0,*,-971978.2445954444,=,-971978.2445954444, ,-971978.2445954444
3,19,TestBatch,0,0,1.0,*,992107751.3228178,=,992107751.3228178, ,992107751.3228178
3,19,TestBatch,1,0,1.0,*,1001951124.8452449,=,1001951124.8452449, ,1001951124.8452449
3,20,TestBatch,2,0,1.0,*,-609733.460617562,=,-609733.460617562, ,-1581711.7052130066
3,20,TestBatch,0,0,1.0,*,622360938.5118995,=,622360938.5118995, ,1614468689.8347173
3,20,TestBatch,1,0,1.0,*,628535803.2636088,=,628535803.2636088, ,1630486928.1088538
3,21,TestBatch,2,0,1.0,*,-444087.9029942334,=,-444087.9029942334, ,-444087.9029942334
3,21,TestBatch,0,0,1.0,*,468034787.6943629,=,468034787.6943629, ,468034787.6943629
3,21,TestBatch,1,0,1.0,*,472532134.34823066,=,472532134.34823066, ,472532134.34823066
3,22,TestBatch,2,0,1.0,*,-885395.7567189634,=,-885395.7567189634, ,-1329483.6597131968
3,22,TestBatch,0,0,1.0,*,933139615.4396728,=,933139615.4396728, ,1401174403.1340356
3,22,TestBatch,1,0,1.0,*,942106154.759886,=,942106154.759886, ,1414638289.1081166
3,23,TestBatch,2,0,1.0,*,-433890.3671288025,=,-433890.3671288025, ,-433890.3671288025
3,23,TestBatch,0,0,1.0,*,469400475.62765586,=,469400475.62765586, ,469400475.62765586
3,23,TestBatch,1,0,1.0,*,473794550.2637702,=,473794550.2637702, ,473794550.2637702
3,24,TestBatch,2,0,1.0,*,-427204.98920851597,=,-427204.98920851597, ,-861095.3563373184
3,24,TestBatch,0,0,1.0,*,462167958.3530754,=,462167958.3530754, ,931568433.9807312
3,24,TestBatch,1,0,1.0,*,466494329.13637835,=,466494329.13637835, ,940288879.4001486
3,25,TestBatch,2,0,1.0,*,-373185.4600744436,=,-373185.4600744436, ,-373185.4600744436
3,25,TestBatch,0,0,1.0,*,410475307.4455377,=,410475307.4455377, ,410475307.4455377
3,25,TestBatch,1,0,1.0,*,414254614.1296915,=,414254614.1296915, ,414254614.1296915
3,26,TestBatch,2,0,1.0,*,-799788.943190418,=,-799788.943190418, ,-1172974.4032648616
3,26,TestBatch,0,0,1.0,*,879706332.2942432,=,879706332.2942432, ,1290181639.739781
3,26,TestBatch,1,0,1.0,*,887805918.216773,=,887805918.216773, ,1302060532.3464646
3,27,TestBatch,2,0,1.0,*,-329840.4932456207,=,-329840.4932456207, ,-329840.4932456207
3,27,TestBatch,0,0,1.0,*,370923464.45624137,=,370923464.45624137, ,370923464.45624137
3,27,TestBatch,1,0,1.0,*,374263809.9792933,=,374263809.9792933, ,374263809.9792933
3,28,TestBatch,2,0,1.0,*,-634740.1505399608,=,-634740.1505399608, ,-964580.6437855815
3,28,TestBatch,0,0,1.0,*,713799610.6876862,=,713799610.6876862, ,1084723075.1439276
3,28,TestBatch,1,0,1.0,*,720227722.0432516,=,720227722.0432516, ,1094491532.0225449
3,29,TestBatch,2,0,1.0,*,-393804.04078474053,=,-393804.04078474053, ,-393804.04078474053
