"Gladiator
Comparison","Run
Time","Epoch of
Conv",Correct,Wrong,Accuracy,"Mean
Abs Err",RMSE,Weights,Biases
TestBatch,0.44,22,0,33,0.0,237594.18594397267,272134.5139713349,"0: [-1985996780.2104957, -346041093.7730858]
1: [-1990975645.5335767, -346915299.07248753]
2: [-19122.04239780149, -19146.156142751483]","0: -76542982.8159604
1: -76735905.9458326
2: 19145.5559207662"
