run_id,accuracy,best_mae,timestamp,arena_name,gladiator_name,architecture,problem_type,loss_function_name,hidden_activation_name,output_activation_name,weight_initializer_name,normalization_scheme,seed,learning_rate,epoch_count,convergence_condition,runtime_seconds,final_error
901,85.06599280480683,3.450513270557716,2025-06-01T21:21:18.128081,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,ReLU,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,1.205633,3.4720946659427936
902,84.57385091655445,3.5865156115573154,2025-06-01T21:21:21.116131,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,ReLU,None,Small Random,WIP,599059,0.1,100,Did Not Converge,1.136738,3.5865156115573154
903,85.40071386290397,3.3942734097181484,2025-06-01T21:21:24.115913,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,ReLU,None,Uniform Random,WIP,599059,0.001,100,Did Not Converge,1.036586,3.3942734097181484
904,85.46488009085706,3.3793550281412785,2025-06-01T21:21:27.104284,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,ReLU,None,Xavier (Glorot),WIP,599059,0.001,100,Did Not Converge,1.063068,3.3793550281412785
905,85.68082063751959,3.326019176000101,2025-06-01T21:21:29.878397,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,He (Kaiming),WIP,599059,0.1,100,Did Not Converge,1.009994,3.3291497476410092
906,-75345.66075001017,17540.802869236293,2025-06-01T21:21:32.586982,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,Large Random,WIP,599059,0.1,100,Did Not Converge,0.995247,17540.802869236293
907,85.5275650286933,3.3449309236985214,2025-06-01T21:21:35.233901,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,Xavier Kill ReLU,WIP,599059,0.1,100,Did Not Converge,0.871254,3.3647810403661698
908,85.64134777865178,3.3383270234339757,2025-06-01T21:21:37.999645,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,LeCun,WIP,599059,0.1,100,Did Not Converge,0.991238,3.3383270234339757
909,85.69190583504019,3.3250608126832533,2025-06-01T21:21:40.689001,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,Normal Random,WIP,599059,0.1,100,Did Not Converge,0.996243,3.3265724852439065
910,85.60932159917803,3.3197047847612375,2025-06-01T21:21:43.359708,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,Small Random,WIP,599059,0.01,100,Did Not Converge,0.880245,3.3457729771869036
911,85.61327220821877,3.3245378525113467,2025-06-01T21:21:46.034577,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,Uniform Random,WIP,599059,0.01,100,Did Not Converge,0.88035,3.3448544769881097
912,85.64350398823647,3.326321636440116,2025-06-01T21:21:48.834085,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Sigmoid,None,Xavier (Glorot),WIP,599059,0.01,100,Did Not Converge,0.989379,3.337825713658252
913,85.60559275585436,3.321035253473498,2025-06-01T21:21:51.539615,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,1.001391,3.3466399177772685
914,-27465.463594988647,5943.3036428418045,2025-06-01T21:21:54.210327,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,Large Random,WIP,599059,9.999999999999999e-05,100,Did Not Converge,0.913104,6408.855832291724
915,85.60559273581987,3.3219529712198534,2025-06-01T21:21:57.081529,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,Xavier Kill ReLU,WIP,599059,0.01,100,Did Not Converge,1.018262,3.346639922435202
916,85.60559275478184,3.3209504097850506,2025-06-01T21:21:59.772002,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,LeCun,WIP,599059,0.01,100,Did Not Converge,0.996776,3.346639918026621
917,85.60559287138364,3.321311500992128,2025-06-01T21:22:02.549961,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,0.94544,3.34663989091719
918,84.97503267815512,3.46663415882672,2025-06-01T21:22:05.571907,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,Small Random,WIP,599059,0.1,100,Did Not Converge,1.052049,3.4932425177171353
919,85.60559273581987,3.3218381620760344,2025-06-01T21:22:08.664797,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,Uniform Random,WIP,599059,0.01,100,Did Not Converge,1.18435,3.3466399224352017
920,85.60559273581987,3.3211231180244716,2025-06-01T21:22:11.408466,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Huber Loss,Tanh,None,Xavier (Glorot),WIP,599059,0.01,100,Did Not Converge,1.012643,3.346639922435201
921,85.7089990289913,3.3225983886222967,2025-06-01T21:22:14.653421,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,1.151546,3.3225983886222967
922,-767064969.5682008,175645483.9066286,2025-06-01T21:22:18.191095,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,Large Random,WIP,599059,9.999999999999999e-06,100,Did Not Converge,1.313596,178339443.77206638
923,85.45038141221019,3.357531412144782,2025-06-01T21:22:21.511696,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,Xavier Kill ReLU,WIP,599059,0.1,100,Did Not Converge,1.30415,3.38272591072725
924,85.94448540216557,3.2678485056086903,2025-06-01T21:22:24.818647,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,LeCun,WIP,599059,0.01,100,Did Not Converge,1.178365,3.2678487846135464
925,84.97335549958565,3.4653649672829934,2025-06-01T21:22:28.157042,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,1.137598,3.4936324547707844
926,84.7685302182046,3.5412534822443904,2025-06-01T21:22:31.616388,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,Small Random,WIP,599059,0.1,100,Did Not Converge,1.320631,3.5412534822443904
927,85.32011757448325,3.4130117121350945,2025-06-01T21:22:34.886788,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,Uniform Random,WIP,599059,0.001,100,Did Not Converge,1.254252,3.4130117121350945
928,85.34474038335382,3.407287011308141,2025-06-01T21:22:38.257035,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,LeakyReLU,None,Xavier (Glorot),WIP,599059,0.001,100,Did Not Converge,1.172382,3.407287011308141
929,83.5333679910376,3.828423571589264,2025-06-01T21:22:40.831346,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,0.936506,3.828423571589264
930,-19657324.25758107,4570269.521022475,2025-06-01T21:22:43.264810,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,Large Random,WIP,599059,9.999999999999999e-06,100,Did Not Converge,0.926068,4570269.521022475
931,83.23255985106579,3.898360215158342,2025-06-01T21:22:45.854128,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,Xavier Kill ReLU,WIP,599059,0.01,100,Did Not Converge,0.957486,3.898360215158342
932,83.58438781857332,3.8165616735247503,2025-06-01T21:22:48.412359,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,LeCun,WIP,599059,0.01,100,Did Not Converge,0.808628,3.8165616735247503
933,85.20876092365246,3.4389016710934164,2025-06-01T21:22:51.188538,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,Normal Random,WIP,599059,0.001,100,Did Not Converge,1.006094,3.4389016710934164
934,84.26282038093706,3.6588289196699635,2025-06-01T21:22:53.916567,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,Small Random,WIP,599059,0.1,100,Did Not Converge,0.897429,3.6588289196699635
935,85.29036010133973,3.4194345380354445,2025-06-01T21:22:56.395320,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,Uniform Random,WIP,599059,0.001,100,Did Not Converge,0.841995,3.4199302010860593
936,85.2376853976948,3.43217685097481,2025-06-01T21:22:58.846055,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,None,None,Xavier (Glorot),WIP,599059,0.001,100,Did Not Converge,0.776988,3.43217685097481
937,86.01981663688478,3.2408579349124,2025-06-01T21:23:01.806416,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,1.071639,3.250334585321369
938,85.45074163464838,3.334647283696969,2025-06-01T21:23:04.704161,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,Large Random,WIP,599059,0.1,100,Did Not Converge,1.072351,3.3826421605060366
939,85.45074163464838,3.3433587047571582,2025-06-01T21:23:07.580552,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,Xavier Kill ReLU,WIP,599059,0.1,100,Did Not Converge,0.978992,3.3826421605060366
940,85.98807822342035,3.2577136346719584,2025-06-01T21:23:10.602299,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,LeCun,WIP,599059,0.01,100,Did Not Converge,1.019154,3.2577136346719584
941,84.97701858799445,3.4627343634271504,2025-06-01T21:23:13.679383,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,1.12165,3.4927808019251114
942,84.62439623402231,3.574764035113384,2025-06-01T21:23:16.589565,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,Small Random,WIP,599059,0.1,100,Did Not Converge,1.089479,3.574764035113384
943,85.32081094436936,3.4128505065154875,2025-06-01T21:23:19.506818,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,Uniform Random,WIP,599059,0.001,100,Did Not Converge,0.999838,3.4128505065154875
944,85.3524623843372,3.4054916781417415,2025-06-01T21:23:22.508312,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,ReLU,None,Xavier (Glorot),WIP,599059,0.001,100,Did Not Converge,1.102997,3.4054916781417415
945,85.60895450817144,3.345087757539537,2025-06-01T21:23:25.097252,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,He (Kaiming),WIP,599059,0.1,100,Did Not Converge,0.955139,3.345858324321755
946,-75345.66075001017,17540.802869236293,2025-06-01T21:23:27.700130,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,Large Random,WIP,599059,0.1,100,Did Not Converge,0.857818,17540.802869236293
947,85.46471555832329,3.345258359920334,2025-06-01T21:23:30.653847,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,Xavier Kill ReLU,WIP,599059,0.1,100,Did Not Converge,0.975946,3.379393281272233
948,85.53141936102743,3.3638849241019146,2025-06-01T21:23:33.488099,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,LeCun,WIP,599059,0.1,100,Did Not Converge,1.057381,3.3638849241019146
949,85.61919243732434,3.3434780483022313,2025-06-01T21:23:36.134588,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,Normal Random,WIP,599059,0.1,100,Did Not Converge,0.960713,3.3434780483022313
950,85.52730886987476,3.319096101925534,2025-06-01T21:23:38.691975,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,Small Random,WIP,599059,0.01,100,Did Not Converge,0.809287,3.3648405962278938
951,85.53411397638591,3.3231335461355753,2025-06-01T21:23:41.359848,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,Uniform Random,WIP,599059,0.01,100,Did Not Converge,0.939718,3.363258437219278
952,85.57979429761812,3.322691789669535,2025-06-01T21:23:43.904644,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Sigmoid,None,Xavier (Glorot),WIP,599059,0.01,100,Did Not Converge,0.917904,3.352637952200366
953,85.52596274033625,3.319703226449542,2025-06-01T21:23:46.495122,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,0.832315,3.3651535657563807
954,-27465.463594988647,5943.3036428418045,2025-06-01T21:23:49.176175,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,Large Random,WIP,599059,9.999999999999999e-05,100,Did Not Converge,0.897818,6408.855832291724
955,85.52596274016976,3.318822160067033,2025-06-01T21:23:51.947312,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,Xavier Kill ReLU,WIP,599059,0.01,100,Did Not Converge,0.975176,3.3651535657950884
956,85.52596274017004,3.319598910618822,2025-06-01T21:23:54.710761,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,LeCun,WIP,599059,0.01,100,Did Not Converge,1.055679,3.3651535657950222
957,85.52596274049658,3.320043502428056,2025-06-01T21:23:57.405034,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,0.86334,3.3651535657191043
958,84.19261874294047,3.4606830920594964,2025-06-01T21:24:00.194973,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,Small Random,WIP,599059,0.1,100,Did Not Converge,0.988108,3.6751505090225414
959,85.52596274017019,3.3192720496836565,2025-06-01T21:24:02.837399,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,Uniform Random,WIP,599059,0.01,100,Did Not Converge,0.938077,3.365153565794988
960,85.52596274017029,3.3198137190454355,2025-06-01T21:24:05.463387,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Log-Cosh Loss,Tanh,None,Xavier (Glorot),WIP,599059,0.01,100,Did Not Converge,0.843771,3.365153565794965
961,85.52075144647928,3.2719957836974776,2025-06-01T21:24:08.704190,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,1.153584,3.3663651699405035
962,-767064969.5682008,175645483.9066286,2025-06-01T21:24:12.134845,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,Large Random,WIP,599059,9.999999999999999e-06,100,Did Not Converge,1.259633,178339443.77206638
963,85.58818389387986,3.350687405903647,2025-06-01T21:24:15.346097,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,Xavier Kill ReLU,WIP,599059,0.1,100,Did Not Converge,1.22127,3.350687405903647
964,85.76662073798916,3.248771014343674,2025-06-01T21:24:18.740228,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,LeCun,WIP,599059,0.01,100,Did Not Converge,1.207805,3.3092015805292645
965,85.32412338639747,3.3957995998549433,2025-06-01T21:24:22.214337,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,1.31665,3.412080377497418
966,85.51353217954781,3.368043619527223,2025-06-01T21:24:25.474823,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,Small Random,WIP,599059,0.1,100,Did Not Converge,1.251283,3.368043619527223
967,85.42732812711094,3.3797707539397024,2025-06-01T21:24:28.719729,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,Uniform Random,WIP,599059,0.001,100,Did Not Converge,1.223025,3.3880857037941308
968,85.53836451403853,3.362270204863547,2025-06-01T21:24:31.942367,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,LeakyReLU,None,Xavier (Glorot),WIP,599059,0.001,100,Did Not Converge,1.130932,3.362270204863547
969,82.86571622379532,3.7294630589360183,2025-06-01T21:24:34.526376,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,0.897507,3.9836498353408554
970,-19657324.25758107,4570269.521022475,2025-06-01T21:24:36.864064,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,Large Random,WIP,599059,9.999999999999999e-06,100,Did Not Converge,0.907351,4570269.521022475
971,82.74792404845655,3.77041967566007,2025-06-01T21:24:39.326675,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,Xavier Kill ReLU,WIP,599059,0.01,100,Did Not Converge,0.849595,4.011036027026576
972,83.96775968973907,3.727429305262896,2025-06-01T21:24:41.752206,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,LeCun,WIP,599059,0.01,100,Did Not Converge,0.778547,3.727429305262896
973,85.28982457749046,3.3978442046636874,2025-06-01T21:24:44.353403,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,Normal Random,WIP,599059,0.001,100,Did Not Converge,0.907392,3.4200547081574855
974,85.22132636787546,3.3827134681662376,2025-06-01T21:24:46.888527,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,Small Random,WIP,599059,0.1,100,Did Not Converge,0.913823,3.435980257484086
975,85.4056993503718,3.3775177885121,2025-06-01T21:24:49.483154,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,Uniform Random,WIP,599059,0.001,100,Did Not Converge,0.770855,3.393114304581935
976,85.3309125720544,3.39641461314349,2025-06-01T21:24:51.974226,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,None,None,Xavier (Glorot),WIP,599059,0.001,100,Did Not Converge,0.798216,3.4105019200213094
977,85.52962911440261,3.220005696923987,2025-06-01T21:24:54.991957,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,1.114982,3.364301149008968
978,85.59011809384086,3.350237712443631,2025-06-01T21:24:57.871688,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,Large Random,WIP,599059,0.1,100,Did Not Converge,1.043953,3.350237712443631
979,85.59011809384087,3.3502377124436307,2025-06-01T21:25:00.768538,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,Xavier Kill ReLU,WIP,599059,0.1,100,Did Not Converge,0.983892,3.3502377124436307
980,85.8018672656452,3.211836617649746,2025-06-01T21:25:03.916778,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,LeCun,WIP,599059,0.01,100,Did Not Converge,1.210728,3.301006909195036
981,85.26050986809533,3.3823983607527146,2025-06-01T21:25:07.085951,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,1.155751,3.4268702563753295
982,85.32652253423191,3.4006848513814503,2025-06-01T21:25:10.198500,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,Small Random,WIP,599059,0.1,100,Did Not Converge,1.070942,3.4115225855873237
983,85.42781440912376,3.379769780848178,2025-06-01T21:25:13.448517,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,Uniform Random,WIP,599059,0.001,100,Did Not Converge,1.179802,3.3879726452452257
984,85.55250310291763,3.3589830416534685,2025-06-01T21:25:16.678812,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,ReLU,None,Xavier (Glorot),WIP,599059,0.001,100,Did Not Converge,1.218151,3.3589830416534685
985,85.73245169187162,3.2750900669487484,2025-06-01T21:25:19.447884,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,He (Kaiming),WIP,599059,0.1,100,Did Not Converge,0.98513,3.317145741879557
986,-75345.66075001017,17540.802869236293,2025-06-01T21:25:22.228465,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,Large Random,WIP,599059,0.1,100,Did Not Converge,0.886408,17540.802869236293
987,85.58558852803866,3.351290817685601,2025-06-01T21:25:25.258174,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,Xavier Kill ReLU,WIP,599059,0.1,100,Did Not Converge,1.077957,3.351290817685601
988,85.68459634925841,3.284821682169013,2025-06-01T21:25:28.205249,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,LeCun,WIP,599059,0.1,100,Did Not Converge,1.008385,3.3282719103387253
989,85.91211956729478,3.275373706836019,2025-06-01T21:25:30.940391,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,Normal Random,WIP,599059,0.1,100,Did Not Converge,0.923471,3.275373706836019
990,85.7492365102009,3.3132433413096214,2025-06-01T21:25:33.768800,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,Small Random,WIP,599059,0.01,100,Did Not Converge,1.007831,3.3132433413096214
991,85.69652174954533,3.3254993042870313,2025-06-01T21:25:36.508215,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,Uniform Random,WIP,599059,0.01,100,Did Not Converge,0.952615,3.3254993042870313
992,85.70520862285935,3.3234796423099673,2025-06-01T21:25:39.009943,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Sigmoid,None,Xavier (Glorot),WIP,599059,0.01,100,Did Not Converge,0.807693,3.3234796423099673
993,86.06671537316907,3.23934842002873,2025-06-01T21:25:41.618613,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,He (Kaiming),WIP,599059,0.01,100,Did Not Converge,0.86098,3.239430823861779
994,-27465.463594988647,5943.3036428418045,2025-06-01T21:25:44.327039,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,Large Random,WIP,599059,9.999999999999999e-05,100,Did Not Converge,0.958254,6408.855832291724
995,85.66807725698004,3.26410097458472,2025-06-01T21:25:46.934881,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,Xavier Kill ReLU,WIP,599059,0.01,100,Did Not Converge,0.855864,3.3321125307051327
996,86.00529445975303,3.248318361133826,2025-06-01T21:25:49.527317,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,LeCun,WIP,599059,0.01,100,Did Not Converge,0.83925,3.2537109312075043
997,85.99611903007015,3.248612081105347,2025-06-01T21:25:52.228897,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,Normal Random,WIP,599059,0.01,100,Did Not Converge,0.971286,3.255844180511813
998,85.10722370802118,3.3612603066958067,2025-06-01T21:25:54.808049,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,Small Random,WIP,599059,0.1,100,Did Not Converge,0.93671,3.462508652138766
999,85.92410080893058,3.2561043732423367,2025-06-01T21:25:57.527154,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,Uniform Random,WIP,599059,0.01,100,Did Not Converge,0.888632,3.272588117902565
1000,85.86698873595773,3.259794848917888,2025-06-01T21:26:00.298172,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Absolute Error,Tanh,None,Xavier (Glorot),WIP,599059,0.01,100,Did Not Converge,0.973226,3.285866437735824
1001,85.3172241331848,3.3831587840098467,2025-06-01T21:26:04.317498,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,599059,0.001,100,Did Not Converge,1.153911,3.413684425223235
1002,-3.690324683066565e+22,8.579851663521787e+21,2025-06-01T21:26:05.323018,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,Large Random,WIP,599059,1.0000000000000003e-11,1,Gradient Explosion,0.00501,8.579851663521787e+21
1003,84.3956387785376,3.366334584241168,2025-06-01T21:26:08.722200,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,Xavier Kill ReLU,WIP,599059,0.01,100,Did Not Converge,1.265485,3.627949193698198
1004,85.09690766495015,3.464907089319918,2025-06-01T21:26:12.673751,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,LeCun,WIP,599059,0.001,100,Did Not Converge,1.171224,3.464907089319918
1005,84.95386772178189,3.3505631173327233,2025-06-01T21:26:16.793859,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,Normal Random,WIP,599059,0.001,100,Did Not Converge,1.308631,3.4981632821956765
1006,84.07284823527972,3.349569990905788,2025-06-01T21:26:20.745496,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,Small Random,WIP,599059,0.001,100,Did Not Converge,1.479604,3.702996654758965
1007,84.16807790452695,3.5081459571780793,2025-06-01T21:26:25.628827,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,Uniform Random,WIP,599059,9.999999999999999e-05,100,Did Not Converge,1.316893,3.6808561520585763
1008,84.09242484920593,3.698445173304458,2025-06-01T21:26:29.770739,MultiModal_Temperature,All_Defaults,"[4, 4, 1]",Regression,Mean Squared Error,LeakyReLU,None,Xavier (Glorot),WIP,599059,9.999999999999999e-05,100,Did Not Converge,1.206569,3.698445173304458
