timestamp,run_id,runtime_seconds,gladiator,arena,accuracy,best_mae,final_mae,architecture,loss_function,hidden_activation,output_activation,weight_initializer,normalization_scheme,learning_rate,epoch_count,convergence_condition,problem_type,sample_count,target_min,target_max,target_min_label,target_max_label,target_mean,target_stdev,notes,rerun_config,seed
2025-06-11T21:52:25.714022,2,0.040695,All_Defaults,SimpleBinaryDecision,0.0,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:52:53.072894,1,0.246299,All_Defaults,SimpleBinaryDecision,0.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:52:54.295140,2,0.247018,All_Defaults,SimpleBinaryDecision,0.0,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:53:14.406925,1,5.38604,All_Defaults,SimpleBinaryDecision,0.0,0.2066642022174706,0.20692404119905086,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,115,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:53:20.865099,2,5.489128,All_Defaults,SimpleBinaryDecision,0.0,0.20044383675527463,0.20364645584523303,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,115,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:54:23.918169,1,5.478839,All_Defaults,SimpleBinaryDecision,0.0,0.2066642022174706,0.20692404119905086,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,115,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:54:28.489218,2,0.040608,All_Defaults,SimpleBinaryDecision,0.0,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:54:37.368761,1,0.2555,All_Defaults,SimpleBinaryDecision,0.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:54:38.455992,2,0.039699,All_Defaults,SimpleBinaryDecision,0.0,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:55:24.015350,1,0.258489,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:55:25.058754,2,0.041373,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:58:07.510594,1,0.265509,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T21:58:08.570507,2,0.039201,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T22:00:16.143223,1,0.254642,All_Defaults,SimpleBinaryDecision,60.0,0.3668798125265037,0.3668798125265037,"[2, 8, 1]",Mean Squared Error,LeakyReLU,None,He (Kaiming),WIP,0.01,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
2025-06-11T22:00:17.182777,2,0.041522,All_Defaults,SimpleBinaryDecision,86.66666666666667,0.24580690540720057,0.24580690540720057,"[2, 8, 1]",Binary Cross-Entropy,LeakyReLU,Sigmoid,He (Kaiming),WIP,0.1,5,Did Not Converge,Binary Decision,30,0.0,1.0,Alpha,Beta,0.6,0.4898979485566357,notes here,coming soon,599059
